Rut Proveedor,Nombre Empresa,Nro Licitación Pública,CodigoOC,Proviene de Gran Compra,IDProductoCM,Producto,Tipo de Producto,Marca,Modelo,Cantidad,Rut Unidad de Compra,Unidad de Compra,Fecha Envío OC,Región Unidad de Compra,Institución,Sector,year,month
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-5-LR21,3836-122-CM24,No,2034278,SUV HYUNDAI TUCSON NX4 2.0 AT PLUS MACROZONA SUR 2024,SUV,HYUNDAI,TUCSON NX4 2.0 AT PLUS,1,69.191.400-3,Administración,2024-02-08,Araucania,Ilustre Municipalidad de Tolten,Municipalidades,2024,2
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,1018-17-CM24,No,2033151,CAMIONETA MAXUS T60 4X4 DX MT E6 MACROZONA CENTRO 2024,CAMIONETA,MAXUS,T60 4X4 DX MT E6,2,61.202.000-0,Dirección de Arquitectura - MOP,2024-02-08,Metropolitana,MINISTERIO DE OBRAS PUBLICAS DIREC CION GRAL DE OO PP DCYF,Obras Públicas,2024,2
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-5-LR21,870-76-CM24,Si,2034289,SUV HYUNDAI TUCSON NX4 2.0 MT PLUS MACROZONA METROPOLITANA 2024,SUV,HONDA,TUCSON NX4 2.0 MT PLUS,9,60.718.000-8,Comisión Nacional de Riego,2024-02-09,Metropolitana,Comisión Nacional de Riego,"Gob. Central, Universidades",2024,2
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,2664-165-CM24,No,2035106,CAMIONETA MITSUBISHI L-200 D/C 4X4 TD KATANA CRT MACROZONA SUR 2024,CAMIONETA,MITSUBISHI,L-200 D/C 4X4 TD KATANA CRT,1,69.150.102-7,Dirección de Salud Municipal,2024-02-21,Biobio,I MUNICIPALIDAD DE TOME,Municipalidades,2024,2
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,870-84-CM24,No,2033152,CAMIONETA MAXUS T60 4X4 DX MT E6 MACROZONA METROPOLITANA 2024,CAMIONETA,MAXUS,T60 4X4 DX MT E6,2,60.718.000-8,Comisión Nacional de Riego,2024-02-12,Metropolitana,Comisión Nacional de Riego,"Gob. Central, Universidades",2024,2
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-5-LR21,2771-62-CM24,No,2034307,SUV HYUNDAI VENUE QX 1.6 MT PLUS MACROZONA METROPOLITANA 2024,SUV,HONDA,VENUE QX 1.6 MT PLUS,1,69.264.700-9,MUNICIPALIDAD DE CHIGUAYANTE,2024-02-22,Biobio,I MUNICIPALIDAD DE CHIGUAYANTE,Municipalidades,2024,2
84.807.200-1,BRUNO FRITSCH S.A.,2239-5-LR21,3140-86-CM24,No,2035280,CAMIONETA TOYOTA HILUX 4X4 2.4 MT DX DIESEL MACROZONA SUR 2024,CAMIONETA,TOYOTA,HILUX 4X4 2.4 MT DX DIESEL,1,69.201.100-7,Departamento De Salud,2024-02-13,Los Rios,I MUNICIPALIDAD DE LAGO RANCO,Municipalidades,2024,2
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,4776-164-CM24,No,2035051,CAMIONETA JMC VIGUS WORK 4X2 E6 MACROZONA METROPOLITANA 2024,CAMIONETA,JMC,VIGUS WORK 4X2 E6,1,61.108.000-k,U. ADQUISICIONES  CENTRO SALUD Y REHABILITACION,2024-02-22,Metropolitana,CAPREDENA,"Gob. Central, Universidades",2024,2
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,4280-82-CM24,No,2034744,SUV SSANGYONG TIVOLI LX 1.6 6MT 2WD MACROZONA CENTRO 2024,SUV,SSANGYONG,TIVOLI LX 1.6 6MT 2WD,1,69.050.900-8,Finanzas,2024-02-15,Valparaiso,I MUNICIPALIDAD DE CATEMU,Municipalidades,2024,2
86.519.000-K,Maritano y Ebensperger Ltda.,2239-5-LR21,1060500-4-CM24,No,2033157,CAMIONETA MAXUS T60 4X4 GL MT E6 MACROZONA CENTRO 2024,CAMIONETA,MAXUS,T60 4X4 GL MT E6,1,62.000.510-k,SEREMI del Ñuble,2024-02-14,Nuble,Ministerio de Bienes Nacionales.,"Gob. Central, Universidades",2024,2
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,584264-52-CM24,No,2035195,CAMIONETA RAM 700 SLT CS MACROZONA METROPOLITANA 2024,CAMIONETA,RAM,700 SLT CS,2,69.255.500-7,DIRECCION DE SECPLA,2024-02-20,Metropolitana,I. MUNICIPALIDAD DE INDEPENDENCIA,Municipalidades,2024,2
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,1048-95-CM24,No,2033868,SUV CHERY TIGGO 2 PRO GLS MT MACROZONA CENTRO 2024,SUV,CHERY,TIGGO 2 PRO GLS MT,2,69.073.700-0,Ilustre Municipalidad de El Tabo,2024-02-15,Valparaiso,Ilustre Municipalidad de El Tabo,Municipalidades,2024,2
86.519.000-K,Maritano y Ebensperger Ltda.,2239-5-LR21,3958-25-CM24,No,2035278,CAMIONETA TOYOTA HILUX 4X4 2.4 MT DX DIESEL MACROZONA CENTRO 2024,CAMIONETA,TOYOTA,HILUX 4X4 2.4 MT DX DIESEL,1,69.073.800-7,Unidad de Educacion,2024-02-16,Ohiggins,Ilustre Municipalidad de Navidad,Municipalidades,2024,2
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-5-LR21,761-78-CM24,No,2034277,SUV HYUNDAI TUCSON NX4 2.0 AT PLUS MACROZONA METROPOLITANA 2024,SUV,HYUNDAI,TUCSON NX4 2.0 AT PLUS,1,60.515.000-4,Ministerio del Interior - Subsecretaría de Desarrollo Regional,2024-02-16,Metropolitana,SUBSECRETARIA DE DESARROLLO REGIONAL Y ADMINISTRATIVO,"Gob. Central, Universidades",2024,2
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-5-LR21,3842-8-CM24,No,2034270,SUV HYUNDAI TUCSON NX4 2.0 AT 4WD PLUS MACROZONA CENTRO 2024,SUV,HYUNDAI,TUCSON NX4 2.0 AT 4WD PLUS,1,69.040.900-3,Oficina de Proyectos,2024-02-19,Coquimbo,I MUNICIPALIDAD DE PUNITAQUI,Municipalidades,2024,2
84.807.200-1,BRUNO FRITSCH S.A.,2239-5-LR21,2429-148-CM24,No,2034845,SUV TOYOTA RAV4 2.0 LE MT 2WD MACROZONA NORTE 2024,SUV,TOYOTA,RAV4 2.0 LE MT 2WD,1,69.020.300-6,I MUNICIPALIDAD DE ANTOFAGASTA - FINANZAS,2024-02-19,Antofagasta,I MUNICIPALIDAD DE ANTOFAGASTA,Municipalidades,2024,2
84.807.200-1,BRUNO FRITSCH S.A.,2239-5-LR21,528208-55-CM24,No,2035261,CAMIONETA TOYOTA HILUX 4X2 2.4 MT DX DIESEL MACROZONA METROPOLITANA 2024,CAMIONETA,TOYOTA,HILUX 4X2 2.4 MT DX DIESEL,2,69.254.200-2,SECPLAC 2,2024-02-21,Metropolitana,I.MUNICIPALIDAD DE CERRO NAVIA,Municipalidades,2024,2
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,3690-29-CM24,No,2035062,CAMIONETA KIA FRONTIER D/C LX 2.5L 6MT AV AB MACROZONA CENTRO 2024,CAMIONETA,KIA,FRONTIER D/C LX 2.5L 6MT AV AB,1,69.080.800-5,Salud,2024-02-23,Ohiggins,Ilustre Municipalidad de Las Cabras,Municipalidades,2024,2
86.519.000-K,Maritano y Ebensperger Ltda.,2239-5-LR21,2595-109-CM24,No,2033157,CAMIONETA MAXUS T60 4X4 GL MT E6 MACROZONA CENTRO 2024,CAMIONETA,MAXUS,T60 4X4 GL MT E6,1,69.130.700-K,I MUNICIPALIDAD DE PARRAL,2024-02-22,Maule,I MUNICIPALIDAD DE PARRAL,Municipalidades,2024,2
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,4455-59-CM24,No,2035274,CAMIONETA TOYOTA HILUX 4X2 2.7 MT SR GASOLINA MACROZONA SUR 2024,CAMIONETA,TOYOTA,HILUX 4X2 2.7 MT SR GASOLINA,1,69.160.100-5,Ilustre Municipalidad de Arauco - Educación,2024-02-21,Biobio,I MUNICIPALIDAD DE ARAUCO,Municipalidades,2024,2
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,3693-49-CM24,No,2035062,CAMIONETA KIA FRONTIER D/C LX 2.5L 6MT AV AB MACROZONA CENTRO 2024,CAMIONETA,KIA,FRONTIER D/C LX 2.5L 6MT AV AB,1,69.061.700-5,Departamento SECPLA,2024-02-27,Valparaiso,I MUNICIPALIDAD DE EL QUISCO,Municipalidades,2024,2
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-5-LR21,520149-35-CM24,No,2034277,SUV HYUNDAI TUCSON NX4 2.0 AT PLUS MACROZONA METROPOLITANA 2024,SUV,HYUNDAI,TUCSON NX4 2.0 AT PLUS,1,60.601.000-1,DICOMPRAS,2024-02-27,Metropolitana,SUBSECRETARIA DE RELACIONES EXTERIORES,"Gob. Central, Universidades",2024,2
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,3597-147-CM24,No,2035069,CAMIONETA KIA FRONTIER P/UP LX 2.5L 6MT AV AB MACROZONA METROPOLITANA 2024,CAMIONETA,KIA,FRONTIER P/UP LX 2.5L 6MT AV AB,1,69.040.500-8,Ilustre Municipalidad de Vicuña,2024-02-27,Coquimbo,I MUNICIPALIDAD DE VICUNA,Municipalidades,2024,2
86.385.500-4,COMERCIAL ANFRUNS Y COMPANIA SPA,2239-5-LR21,1059082-3-CM24,No,2039898,CAMIONETA GREAT WALL POER 4X4 ELITE MACROZONA CENTRO 2024,CAMIONETA,GREAT WALL,POER 4X4 ELITE,1,70.072.600-2,Junji - Región Ñuble,2024-02-27,Ohiggins,Junta Nacional de Jardines Infantiles - JUNJI,"Gob. Central, Universidades",2024,2
84.807.200-1,BRUNO FRITSCH S.A.,2239-5-LR21,539119-558-CM24,No,2035279,CAMIONETA TOYOTA HILUX 4X4 2.4 MT DX DIESEL MACROZONA METROPOLITANA 2024,CAMIONETA,TOYOTA,HILUX 4X4 2.4 MT DX DIESEL,1,60.505.720-9,Sección de Abastecimiento y Proyectos,2024-02-28,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,2024,2
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,3824-61-CM24,No,2035063,CAMIONETA KIA FRONTIER D/C LX 2.5L 6MT AV AB MACROZONA METROPOLITANA 2024,CAMIONETA,KIA,FRONTIER D/C LX 2.5L 6MT AV AB,2,69.261.400-3,Secretaria Comunal de Planificación,2024-02-29,Metropolitana,I MUNICIPALIDAD DE PADRE HURTADO,Municipalidades,2024,2
86.519.000-K,Maritano y Ebensperger Ltda.,2239-5-LR21,528208-69-CM24,No,2035260,CAMIONETA TOYOTA HILUX 4X2 2.4 MT DX DIESEL MACROZONA CENTRO 2024,CAMIONETA,TOYOTA,HILUX 4X2 2.4 MT DX DIESEL,1,69.254.200-2,SECPLAC 2,2024-02-29,Metropolitana,I.MUNICIPALIDAD DE CERRO NAVIA,Municipalidades,2024,2
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,2724-111-CM24,No,2035106,CAMIONETA MITSUBISHI L-200 D/C 4X4 TD KATANA CRT MACROZONA SUR 2024,CAMIONETA,MITSUBISHI,L-200 D/C 4X4 TD KATANA CRT,1,69.140.500-1,COMPRAS Y CONTRATACIONES MUNICIPALES,2024-02-29,Nuble,ILUSTRE MUNICIPALIDAD DE SAN CARLOS,Municipalidades,2024,2
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,3935-35-CM24,No,2035274,CAMIONETA TOYOTA HILUX 4X2 2.7 MT SR GASOLINA MACROZONA SUR 2024,CAMIONETA,TOYOTA,HILUX 4X2 2.7 MT SR GASOLINA,1,69.190.900-K,Secretaria de Planificación,2024-03-01,Araucania,OMAR ALEJANDRO BETANCUR CAMPOS,Municipalidades,2024,3
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-5-LR21,94-26-CM24,No,2034217,SUV HYUNDAI CRETA GRAND SU2i 2.0 AT VALUE MACROZONA METROPOLITANA 2024,SUV,HYUNDAI,CRETA GRAND SU2i 2.0 AT VALUE,1,60.905.000-4,Dirección Servicio Nacional del Patrimonio Cultura,2024-03-01,Metropolitana,Servicio Nacional del Patrimonio Cultural,"Gob. Central, Universidades",2024,3
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,4858-202-CM24,No,2035280,CAMIONETA TOYOTA HILUX 4X4 2.4 MT DX DIESEL MACROZONA SUR 2024,CAMIONETA,TOYOTA,HILUX 4X4 2.4 MT DX DIESEL,2,69.160.700-3,Finanzas,2024-03-01,Biobio,I MUNICIPALIDAD DE TIRUA,Municipalidades,2024,3
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,4329-194-CM24,No,2035280,CAMIONETA TOYOTA HILUX 4X4 2.4 MT DX DIESEL MACROZONA SUR 2024,CAMIONETA,TOYOTA,HILUX 4X4 2.4 MT DX DIESEL,2,69.140.600-8,Departamento de Salud,2024-03-04,Nuble,Ilustre Municipalidad de Ñiquen,Municipalidades,2024,3
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-5-LR21,5240-78-SE24,No,2034672,SUV NISSAN X-TRAIL  2.5 EXCLUSIVE CVT AWD 3ROWS MACROZONA CENTRO 2024,SUV,NISSAN,X-TRAIL  2.5 EXCLUSIVE CVT AWD 3ROWS,15,61.938.500-4,Direccion de Compras Publicas de Carabineros,2024-03-14,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,2024,3
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,5240-110-SE24,No,2035105,CAMIONETA MITSUBISHI L-200 D/C 4X4 TD KATANA CRT MACROZONA METROPOLITANA 2024,CAMIONETA,MITSUBISHI,L-200 D/C 4X4 TD KATANA CRT,3,61.938.500-4,Direccion de Compras Publicas de Carabineros,2024-04-12,Metropolitana,DIRECCION DE LOGISTICA DE CARABINEROS,FFAA,2024,4
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-5-LR21,29-64-SE24,No,2034396,SUV KIA SORENTO EX 2.5L GSL 6AT AWD FULL MACROZONA CENTRO 2024,SUV,KIA,SORENTO EX 2.5L GSL 6AT AWD FULL,7,61.103.035-5,Comando Logístico,2024-05-06,Metropolitana,FUERZA AEREA DE CHILE COMANDO LOGISTICO,FFAA,2024,5
79.649.970-2,AUTOMOTRIZ SERVIMAQ SPA,2239-8-LR23,4062-187-CM24,No,2042525,CAMIONETA MAXUS T60 E6 GL 4X4 MT 2024 REGIÓN XIV,CAMIONETA,MAXUS,T60 E6 GL 4X4 MT 2024,1,69.200.400-0,Finanzas,2024-03-12,Los Rios,I MUNICIPALIDAD DE MARIQUINA,Municipalidades,2024,3
84.807.200-1,BRUNO FRITSCH S.A.,2239-8-LR23,3577-41-CM24,No,2041399,CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN VIII,CAMIONETA,TOYOTA,HILUX DX 2.4 4X4 MT 2024,1,61.929.100-K,Direccion Admin. Salud Municipal Florida,2024-03-14,Metropolitana,I MUNICIPALIDAD DE FLORIDA,Municipalidades,2024,3
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-8-LR23,3030-177-CM24,No,2041534,CAMIONETA JMC VIGUS NEW WORK 4X4 MT 2024 REGIÓN VII,CAMIONETA,JMC,VIGUS NEW WORK 4X4 MT 2024,1,69.130.800-6,Dpto. de Salud,2024-03-14,Maule,Ilustre Municipalidad de Retiro,Municipalidades,2024,3
84.807.200-1,BRUNO FRITSCH S.A.,2239-8-LR23,2381-308-CM24,No,2041392,CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN III,CAMIONETA,TOYOTA,HILUX DX 2.4 4X4 MT 2024,1,69.030.200-4,DEPARTAMENTO DE ADQUISICIONES DASM,2024-03-18,Atacama,I MUNICIPALIDAD DE COPIAPO,Municipalidades,2024,3
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-8-LR23,316-212-CM24,No,2041566,CAMIONETA JMC VIGUS NEW PLUS 4X4 MT 2024 REGIÓN V,CAMIONETA,JMC,VIGUS NEW PLUS 4X4 MT 2024,1,69.061.500-2,ADQUISICIONES,2024-03-20,Valparaiso,Ilustre Municipalidad de Villa Alemana,Municipalidades,2024,3
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-8-LR23,5153-609-CM24,No,2041616,CAMIONETA JMC GRAND AVENUE 4X2 MT 2024 REGIÓN RM,CAMIONETA,JMC,GRAND AVENUE 4X2 MT 2024,1,60.910.000-1,Hospital Clínico Univ. de Chile-Insumos Generales,2024-03-18,Metropolitana,Universidad de Chile,"Gob. Central, Universidades",2024,3
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-8-LR23,3887-278-CM24,No,2043196,CAMIONETA KIA FRONTIER D/C LX 2.5L AV AB MT 2024 REGIÓN IX,CAMIONETA,KIA,FRONTIER D/C LX 2.5L AV AB MT 2024,1,69.191.500-K,I MUNICIPALIDAD DE VILLARRICA,2024-03-18,Araucania,I MUNICIPALIDAD DE VILLARRICA,Municipalidades,2024,3
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-8-LR23,3597-217-CM24,No,2043197,CAMIONETA KIA FRONTIER D/C LX 2.5L AV AB MT 2024 REGIÓN RM,CAMIONETA,KIA,FRONTIER D/C LX 2.5L AV AB MT 2024,1,69.040.500-8,Ilustre Municipalidad de Vicuña,2024-03-19,Coquimbo,I MUNICIPALIDAD DE VICUNA,Municipalidades,2024,3
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-8-LR23,1305504-28-CM24,No,2042487,CAMIONETA MAXUS T60 DX E6 4X4 MT 2024 REGIÓN VIII,CAMIONETA,MAXUS,T60 DX E6 4X4 MT 2024,1,61.981.100-3,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE ANDALIÉN CO,2024-03-21,Biobio,SERVICIO LOCAL DE EDUCACIÓN PÚBLICA DE ANDALIÉN COSTA,Otros,2024,3
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-8-LR23,2424-387-CM24,No,2043198,CAMIONETA KIA FRONTIER D/C LX 2.5L AV AB MT 2024 REGIÓN V,CAMIONETA,KIA,FRONTIER D/C LX 2.5L AV AB MT 2024,1,69.061.000-0,I MUNICIPALIDAD DE VINA DEL MAR,2024-03-28,Valparaiso,I.MUNICIPALIDAD DE VIÑA DEL MAR,Municipalidades,2024,3
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-8-LR23,3232-341-CM24,No,2045782,SUV NISSAN KICKS ADVANCE CVT 2024 REGIÓN V,SUV,NISSAN,KICKS ADVANCE CVT 2024,1,69.073.500-8,I MUNICIPALIDAD DE SANTO DOMINGO,2024-03-25,Valparaiso,I MUNICIPALIDAD DE SANTO DOMINGO,Municipalidades,2024,3
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-8-LR23,3881-164-CM24,No,2042487,CAMIONETA MAXUS T60 DX E6 4X4 MT 2024 REGIÓN VIII,CAMIONETA,MAXUS,T60 DX E6 4X4 MT 2024,1,69.141.000-5,Administración y Finanzas,2024-03-26,Nuble,Ilustre Municipalidad de Pinto,Municipalidades,2024,3
84.807.200-1,BRUNO FRITSCH S.A.,2239-8-LR23,1067526-84-CM24,No,2041399,CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN VIII,CAMIONETA,TOYOTA,HILUX DX 2.4 4X4 MT 2024,1,69.150.400-K,DIRECCIÓN GESTION ADMINISTRATIVA,2024-03-28,Nuble,I MUNICIPALIDAD DE CONCEPCION,Municipalidades,2024,3
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-8-LR23,525512-91-CM24,No,2041441,CAMIONETA TOYOTA HILUX SRV 2.8 4X4 AT 2024 REGIÓN I,CAMIONETA,TOYOTA,HILUX SRV 2.8 4X4 AT 2024,1,69.250.400-3,ILUSTRE MUNICIPALIDAD DE COLCHANE,2024-03-26,Tarapaca,ILUSTRE MUNICIPALIDAD DE COLCHANE,Municipalidades,2024,3
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-8-LR23,2380-439-CM24,No,2041392,CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN III,CAMIONETA,TOYOTA,HILUX DX 2.4 4X4 MT 2024,1,69.030.200-4,DEPARTAMENTO DE ABASTECIMIENTO,2024-03-27,Atacama,I MUNICIPALIDAD DE COPIAPO,Municipalidades,2024,3
79.649.140-k,AUTOMOTORES GILDEMEISTER SPA,2239-8-LR23,630-96-CM24,No,2046915,SUV HYUNDAI CRETA GRAND SU2I 2.0 AT VALUE 2024 REGIÓN I,SUV,HYUNDAI,CRETA GRAND SU2I 2.0 AT VALUE 2024,1,61.501.000-6,Subsecretaria del Trabajo,2024-03-28,Metropolitana,Subsecretaria del Trabajo,"Gob. Central, Universidades",2024,3
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-8-LR23,3836-276-CM24,No,2041394,CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN IX,CAMIONETA,TOYOTA,HILUX DX 2.4 4X4 MT 2024,1,69.191.400-3,Administración,2024-03-28,Araucania,Ilustre Municipalidad de Tolten,Municipalidades,2024,3
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-8-LR23,2483-240-CM24,No,2043197,CAMIONETA KIA FRONTIER D/C LX 2.5L AV AB MT 2024 REGIÓN RM,CAMIONETA,KIA,FRONTIER D/C LX 2.5L AV AB MT 2024,1,69.071.300-4,DEPARTAMENTO COMPRAS PÚBLICAS,2024-04-01,Metropolitana,Ilustre Municipalidad de Quilicura,Municipalidades,2024,4
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-8-LR23,3935-56-CM24,No,2042516,CAMIONETA MAXUS T60 E6 GL 4X4 MT 2024 REGIÓN IX,CAMIONETA,MAXUS,T60 E6 GL 4X4 MT 2024,2,69.190.900-K,Secretaria de Planificación,2024-04-10,Araucania,OMAR ALEJANDRO BETANCUR CAMPOS,Municipalidades,2024,4
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-8-LR23,2817-237-CM24,No,2041431,CAMIONETA TOYOTA HILUX SR 2.8 4X4 MT 2024 REGIÓN VI,CAMIONETA,TOYOTA,HILUX SR 2.8 4X4 MT 2024,1,69.090.100-5,I MUNICIPALIDAD DE SAN FERNANDO,2024-04-01,Ohiggins,I MUNICIPALIDAD DE SAN FERNANDO,Municipalidades,2024,4
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-8-LR23,1614-94-CM24,No,2041638,CAMIONETA JMC GRAND AVENUE 4X4 MT 2024 REGIÓN X,CAMIONETA,JMC,GRAND AVENUE 4X4 MT 2024,2,60.510.000-7,Superintendencia de Electricidad y Combustibles,2024-04-01,Metropolitana,Superintendencia de Electricidad y Combustibles,"Gob. Central, Universidades",2024,4
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-8-LR23,1614-95-CM24,No,2041637,CAMIONETA JMC GRAND AVENUE 4X4 MT 2024 REGIÓN VIII,CAMIONETA,JMC,GRAND AVENUE 4X4 MT 2024,1,60.510.000-7,Superintendencia de Electricidad y Combustibles,2024-04-01,Metropolitana,Superintendencia de Electricidad y Combustibles,"Gob. Central, Universidades",2024,4
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-8-LR23,3935-71-CM24,No,2042414,CAMIONETA MAXUS T60 DX E6 4X2 MT 2024 REGIÓN IX,CAMIONETA,MAXUS,T60 DX E6 4X2 MT 2024,2,69.190.900-K,Secretaria de Planificación,2024-04-29,Araucania,OMAR ALEJANDRO BETANCUR CAMPOS,Municipalidades,2024,4
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-8-LR23,3181-205-CM24,No,2041516,CAMIONETA JMC VIGUS NEW WORK 4X2 MT 2024 REGIÓN VI,CAMIONETA,JMC,VIGUS NEW WORK 4X2 MT 2024,1,69.080.200-7,ILUSTRE MUNICIPALIDAD DE MACHALI,2024-04-02,Ohiggins,Ilustre Municipalidad de Machali,Municipalidades,2024,4
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-8-LR23,3200-204-CM24,No,2041394,CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN IX,CAMIONETA,TOYOTA,HILUX DX 2.4 4X4 MT 2024,1,69.191.100-4,Departamento de Salud,2024-04-03,Araucania,I MUNICIPALIDAD DE LONCOCHE,Municipalidades,2024,4
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-8-LR23,2585-443-CM24,No,2041200,CAMIONETA NISSAN NAVARA DC SE 2.3D 4X4 MT 2024 REGIÓN XV,CAMIONETA,NISSAN,NAVARA DC SE 2.3D 4X4 MT 2024,1,69.010.100-9,FINANZAS IMA,2024-04-04,Arica Y Parinacota,I MUNICIPALIDAD DE ARICA,Municipalidades,2024,4
91.502.000-3,SALINAS Y FABRES SOCIEDAD ANONIMA,2239-8-LR23,3151-251-CM24,No,2041394,CAMIONETA TOYOTA HILUX DX 2.4 4X4 MT 2024 REGIÓN IX,CAMIONETA,TOYOTA,HILUX DX 2.4 4X4 MT 2024,1,69.191.100-4,I MUNICIPALIDAD DE LONCOCHE,2024-04-04,Araucania,I MUNICIPALIDAD DE LONCOCHE,Municipalidades,2024,4
80.522.900-4,KOVACS SPA,2239-8-LR23,3035-210-CM24,No,2041158,CAMIONETA NISSAN NAVARA DC SE 2.3D 4X2 MT 2024 REGIÓN V,CAMIONETA,NISSAN,NAVARA DC SE 2.3D 4X2 MT 2024,2,69.060.200-8,I.MUNICIPALIDAD DE LA CRUZ,2024-04-06,Valparaiso,I MUNICIPALIDAD DE LA CRUZ,Municipalidades,2024,4
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-8-LR23,2546-276-CM24,No,2045763,SUV NISSAN KICKS ADVANCE MT 2024 REGIÓN IX,SUV,NISSAN,KICKS ADVANCE MT 2024,2,61.955.000-5,MUNICIPALIDAD DE PADRE LAS CASAS,2024-04-09,Araucania,I MUNICIPALIDAD DE PADRE LAS CASAS,Municipalidades,2024,4
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-8-LR23,3693-101-CM24,No,2041532,CAMIONETA JMC VIGUS NEW WORK 4X4 MT 2024 REGIÓN V,CAMIONETA,JMC,VIGUS NEW WORK 4X4 MT 2024,1,69.061.700-5,Departamento SECPLA,2024-04-10,Valparaiso,I MUNICIPALIDAD DE EL QUISCO,Municipalidades,2024,4
79.853.470-K,AUTOMOTRIZ CORDILLERA S.A.,2239-8-LR23,721-135-CM24,No,2042415,CAMIONETA MAXUS T60 DX E6 4X2 MT 2024 REGIÓN RM,CAMIONETA,MAXUS,T60 DX E6 4X2 MT 2024,1,61.108.000-k,CAPREDENA,2024-04-10,Metropolitana,CAPREDENA,"Gob. Central, Universidades",2024,4
